Start date/time,End date/time,Residential load [kW],PV generation [kW],Electricity price [euro/kWh],Marginal emission factor [kg CO2eq/kWh]
2018-07-13 00:00:00,2018-07-13 00:15:00,0.36498,0.0,0.04932,0.400361137
2018-07-13 00:15:00,2018-07-13 00:30:00,0.34215999999999996,0.0,0.04932,0.400361137
2018-07-13 00:30:00,2018-07-13 00:45:00,0.32270000000000004,0.0,0.04932,0.400361137
2018-07-13 00:45:00,2018-07-13 01:00:00,0.30674,0.0,0.04932,0.400361137
2018-07-13 01:00:00,2018-07-13 01:15:00,0.29008,0.0,0.043910000000000005,0.830946292
2018-07-13 01:15:00,2018-07-13 01:30:00,0.2737,0.0,0.043910000000000005,0.830946292
2018-07-13 01:30:00,2018-07-13 01:45:00,0.2576,0.0,0.043910000000000005,0.830946292
2018-07-13 01:45:00,2018-07-13 02:00:00,0.24332,0.0,0.043910000000000005,0.830946292
2018-07-13 02:00:00,2018-07-13 02:15:00,0.23226,0.0,0.04314,0.813266583
2018-07-13 02:15:00,2018-07-13 02:30:00,0.22371999999999997,0.0,0.04314,0.813266583
2018-07-13 02:30:00,2018-07-13 02:45:00,0.21798,0.0,0.04314,0.813266583
2018-07-13 02:45:00,2018-07-13 03:00:00,0.21224,0.0,0.04314,0.813266583
2018-07-13 03:00:00,2018-07-13 03:15:00,0.2065,0.0,0.043210000000000005,0.813266583
2018-07-13 03:15:00,2018-07-13 03:30:00,0.2009,0.0,0.043210000000000005,0.813266583
2018-07-13 03:30:00,2018-07-13 03:45:00,0.19754000000000002,0.0,0.043210000000000005,0.813266583
2018-07-13 03:45:00,2018-07-13 04:00:00,0.19684000000000001,0.0,0.043210000000000005,0.813266583
2018-07-13 04:00:00,2018-07-13 04:15:00,0.19796,0.0,0.0435,0.830946292
2018-07-13 04:15:00,2018-07-13 04:30:00,0.19838,0.0,0.0435,0.830946292
2018-07-13 04:30:00,2018-07-13 04:45:00,0.19796,0.0,0.0435,0.830946292
2018-07-13 04:45:00,2018-07-13 05:00:00,0.19768,0.0,0.0435,0.830946292
2018-07-13 05:00:00,2018-07-13 05:15:00,0.19936,0.0,0.04417,0.359646445
2018-07-13 05:15:00,2018-07-13 05:30:00,0.2023,0.0,0.04417,0.359646445
2018-07-13 05:30:00,2018-07-13 05:45:00,0.2065,0.0,0.04417,0.359646445
2018-07-13 05:45:00,2018-07-13 06:00:00,0.21111999999999997,0.0012046620046620045,0.04417,0.359646445
2018-07-13 06:00:00,2018-07-13 06:15:00,0.21672,0.01410815850815851,0.05179,0.416061574
2018-07-13 06:15:00,2018-07-13 06:30:00,0.22330000000000005,0.030055944055944056,0.05179,0.416061574
2018-07-13 06:30:00,2018-07-13 06:45:00,0.23226,0.04185174825174825,0.05179,0.416061574
2018-07-13 06:45:00,2018-07-13 07:00:00,0.24388,0.05263682983682984,0.05179,0.416061574
2018-07-13 07:00:00,2018-07-13 07:15:00,0.25801999999999997,0.07338275058275058,0.05769,0.47153645
2018-07-13 07:15:00,2018-07-13 07:30:00,0.27328,0.12985734265734264,0.05769,0.47153645
2018-07-13 07:30:00,2018-07-13 07:45:00,0.2891,0.1929501165501165,0.05769,0.47153645
2018-07-13 07:45:00,2018-07-13 08:00:00,0.30254000000000003,0.1508923076923077,0.05769,0.47153645
2018-07-13 08:00:00,2018-07-13 08:15:00,0.31234,0.13141724941724942,0.05798,0.47153645
2018-07-13 08:15:00,2018-07-13 08:30:00,0.31808000000000003,0.14804848484848485,0.05798,0.47153645
2018-07-13 08:30:00,2018-07-13 08:45:00,0.3255,0.15148251748251748,0.05798,0.47153645
2018-07-13 08:45:00,2018-07-13 09:00:00,0.33740000000000003,0.16262564102564098,0.05798,0.47153645
2018-07-13 09:00:00,2018-07-13 09:15:00,0.35392,0.4932951048951049,0.05653,0.47153645
2018-07-13 09:15:00,2018-07-13 09:30:00,0.37142,0.5372876456876456,0.05653,0.47153645
2018-07-13 09:30:00,2018-07-13 09:45:00,0.38696,0.5738256410256409,0.05653,0.47153645
2018-07-13 09:45:00,2018-07-13 10:00:00,0.39732,0.5134927738927738,0.05653,0.47153645
2018-07-13 10:00:00,2018-07-13 10:15:00,0.39984,0.4873883449883449,0.055,0.47153645
2018-07-13 10:15:00,2018-07-13 10:30:00,0.39676,0.283241958041958,0.055,0.47153645
