Start date/time,End date/time,Residential load [kW],PV generation [kW],Electricity price [€/MWh],Marginal emission factor [kg CO2eq/MWh]
2018-01-17 00:00:00,2018-01-17 00:15:00,0.40866,0.0,0.02978,0.813266583
2018-01-17 00:15:00,2018-01-17 00:30:00,0.38136,0.0,0.02978,0.813266583
2018-01-17 00:30:00,2018-01-17 00:45:00,0.35616000000000003,0.0,0.02978,0.813266583
2018-01-17 00:45:00,2018-01-17 01:00:00,0.33362,0.0,0.02978,0.813266583
2018-01-17 01:00:00,2018-01-17 01:15:00,0.31094,0.0,0.02866,0.813266583
2018-01-17 01:15:00,2018-01-17 01:30:00,0.29176,0.0,0.02866,0.813266583
2018-01-17 01:30:00,2018-01-17 01:45:00,0.27454,0.0,0.02866,0.813266583
2018-01-17 01:45:00,2018-01-17 02:00:00,0.26221999999999995,0.0,0.02866,0.813266583
2018-01-17 02:00:00,2018-01-17 02:15:00,0.25172,0.0,0.0303,0.813266583
2018-01-17 02:15:00,2018-01-17 02:30:00,0.24486,0.0,0.0303,0.813266583
2018-01-17 02:30:00,2018-01-17 02:45:00,0.24023999999999998,0.0,0.0303,0.813266583
2018-01-17 02:45:00,2018-01-17 03:00:00,0.23856,0.0,0.0303,0.813266583
2018-01-17 03:00:00,2018-01-17 03:15:00,0.23604000000000003,0.0,0.02479,0.813266583
2018-01-17 03:15:00,2018-01-17 03:30:00,0.2324,0.0,0.02479,0.813266583
2018-01-17 03:30:00,2018-01-17 03:45:00,0.22764,0.0,0.02479,0.813266583
2018-01-17 03:45:00,2018-01-17 04:00:00,0.22568000000000002,0.0,0.02479,0.813266583
2018-01-17 04:00:00,2018-01-17 04:15:00,0.22624000000000002,0.0,0.02702,0.813266583
2018-01-17 04:15:00,2018-01-17 04:30:00,0.22918000000000002,0.0,0.02702,0.813266583
2018-01-17 04:30:00,2018-01-17 04:45:00,0.23198,0.0,0.02702,0.813266583
2018-01-17 04:45:00,2018-01-17 05:00:00,0.23520000000000002,0.0,0.02702,0.813266583
2018-01-17 05:00:00,2018-01-17 05:15:00,0.23912,0.0,0.025710000000000004,0.813266583
2018-01-17 05:15:00,2018-01-17 05:30:00,0.24444,0.0,0.025710000000000004,0.813266583
2018-01-17 05:30:00,2018-01-17 05:45:00,0.25088,0.0,0.025710000000000004,0.813266583
2018-01-17 05:45:00,2018-01-17 06:00:00,0.26152000000000003,0.0,0.025710000000000004,0.813266583
2018-01-17 06:00:00,2018-01-17 06:15:00,0.27776,0.0,0.035,0.359646445
2018-01-17 06:15:00,2018-01-17 06:30:00,0.30268,0.0,0.035,0.359646445
2018-01-17 06:30:00,2018-01-17 06:45:00,0.3311,0.0,0.035,0.359646445
2018-01-17 06:45:00,2018-01-17 07:00:00,0.3626,0.0,0.035,0.359646445
2018-01-17 07:00:00,2018-01-17 07:15:00,0.39283999999999997,0.0,0.05119,0.517540007
2018-01-17 07:15:00,2018-01-17 07:30:00,0.41874,0.0,0.05119,0.517540007
2018-01-17 07:30:00,2018-01-17 07:45:00,0.43918,0.0,0.05119,0.517540007
2018-01-17 07:45:00,2018-01-17 08:00:00,0.45374000000000003,0.0,0.05119,0.517540007
2018-01-17 08:00:00,2018-01-17 08:15:00,0.46634,0.0,0.050480000000000004,0.517540007
2018-01-17 08:15:00,2018-01-17 08:30:00,0.47740000000000005,0.0,0.050480000000000004,0.517540007
2018-01-17 08:30:00,2018-01-17 08:45:00,0.48622000000000004,0.0,0.050480000000000004,0.517540007
2018-01-17 08:45:00,2018-01-17 09:00:00,0.49196,0.0,0.050480000000000004,0.517540007
2018-01-17 09:00:00,2018-01-17 09:15:00,0.49251999999999996,0.0034610722610722614,0.05144,0.517540007
2018-01-17 09:15:00,2018-01-17 09:30:00,0.49084,0.00514965034965035,0.05144,0.517540007
2018-01-17 09:30:00,2018-01-17 09:45:00,0.48705999999999994,0.005786480186480186,0.05144,0.517540007
2018-01-17 09:45:00,2018-01-17 10:00:00,0.48314,0.01911235431235431,0.05144,0.517540007
2018-01-17 10:00:00,2018-01-17 10:15:00,0.47837999999999997,0.04935571095571095,0.04455,0.47153645
2018-01-17 10:15:00,2018-01-17 10:30:00,0.47459999999999997,0.05871421911421911,0.04455,0.47153645
2018-01-17 10:30:00,2018-01-17 10:45:00,0.47446000000000005,0.06264149184149183,0.04455,0.47153645
2018-01-17 10:45:00,2018-01-17 11:00:00,0.47628000000000004,0.062202331002330996,0.04455,0.47153645
